he_col,he_row,msi_col,msi_row,he_name,msi_name,roi
2678.874826137526,26635.790969330264,14.837465185671649,181.3998895767122,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,25cd313c-09af-4336-ac4f-34574a028ab4
2793.684426398681,41515.11516317593,16.52642290030917,279.97360346737577,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,25cd313c-09af-4336-ac4f-34574a028ab4
10348.156123582668,43214.29724704102,66.27390467690572,291.64276585941695,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,25cd313c-09af-4336-ac4f-34574a028ab4
8006.040278255109,25212.15192609194,50.61266041390314,171.41968489930858,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,25cd313c-09af-4336-ac4f-34574a028ab4
14159.834852253009,29069.754494866746,90.99410395478242,198.135925112666,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,25cd313c-09af-4336-ac4f-34574a028ab4
31719.71789519254,29864.23206250126,208.6928068550921,202.54929611007992,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,832cdce7-30d5-4359-ac77-a0092a862965
36080.600839401,30728.049131322103,237.76496892029752,208.53474124115164,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,832cdce7-30d5-4359-ac77-a0092a862965
30201.071758072023,40202.17182161525,198.05201551096465,270.28933386332,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,832cdce7-30d5-4359-ac77-a0092a862965
38281.941111557346,34225.115006709726,251.4459863627471,233.1415712244464,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,832cdce7-30d5-4359-ac77-a0092a862965
29852.75842387007,33305.56780441656,196.7219165929487,223.7358717327623,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,832cdce7-30d5-4359-ac77-a0092a862965
26845.938505862137,31324.346749595465,176.29423647852255,212.6519014481947,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,2f8b4618-4941-4bcf-80f2-b12163c5c5e1
27285.673635277097,42295.73822849863,179.00130670166268,285.8931902631527,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,2f8b4618-4941-4bcf-80f2-b12163c5c5e1
16863.95106814263,33347.12834490426,109.06865927054272,225.28489582284868,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,2f8b4618-4941-4bcf-80f2-b12163c5c5e1
24757.1966411411,28707.922729576472,161.8565286217752,194.45437383708608,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,2f8b4618-4941-4bcf-80f2-b12163c5c5e1
20733.620206994245,40031.1023120116,138.39525335456077,271.7562679867542,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,2f8b4618-4941-4bcf-80f2-b12163c5c5e1
9225.96477573102,21954.344079627564,57.04373080333704,151.2500242959894,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,8043d90f-b305-4741-a3c9-41df934a12e5
17425.286774084627,14093.343620040978,113.17155054904832,98.90756913777956,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,8043d90f-b305-4741-a3c9-41df934a12e5
14459.997993126644,8222.469859083909,93.46154873136828,60.14021456923015,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,8043d90f-b305-4741-a3c9-41df934a12e5
13882.861250524087,6630.368500180293,90.06777358395323,50.611538193795454,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,8043d90f-b305-4741-a3c9-41df934a12e5
1962.0023257332848,13436.60180949324,10.0529979929741,95.6443238037266,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,8043d90f-b305-4741-a3c9-41df934a12e5
69212.00779119873,24701.96564421418,458.1029855954104,169.50273503602045,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,6e5f5faf-9a64-4566-8682-83533d72e873
72993.51132034729,27554.299734771932,483.23743641710735,187.54039974335583,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,6e5f5faf-9a64-4566-8682-83533d72e873
69687.3968062917,38833.984547432134,463.5734248918974,262.0566539441514,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,6e5f5faf-9a64-4566-8682-83533d72e873
60287.659462408206,31443.846221896136,398.81525159834894,212.82270027576865,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,6e5f5faf-9a64-4566-8682-83533d72e873
64350.07468229349,23319.01578212557,425.1325001057727,159.3011049966258,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,6e5f5faf-9a64-4566-8682-83533d72e873
38384.39158826937,8128.068073231726,254.0676361715963,61.779707539294904,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,47138f0c-15b8-4978-b2f0-4aa747491f57
27419.513293173684,22142.35039122385,178.92561254751104,151.40521281611424,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,47138f0c-15b8-4978-b2f0-4aa747491f57
23418.52219930248,5251.679881421614,152.97006621934412,41.703594357287386,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,47138f0c-15b8-4978-b2f0-4aa747491f57
27700.66401868896,2980.84709841363,181.93702952481215,26.216307045452993,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,47138f0c-15b8-4978-b2f0-4aa747491f57
35010.582882086084,4884.021240363178,233.4179197558171,40.55638788974409,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,47138f0c-15b8-4978-b2f0-4aa747491f57
58768.04526036561,18028.181068506325,388.7371126707486,127.0697463632262,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,9b26dc20-4dd2-4498-8eac-647c2f429231
56032.1044857192,4390.568591807285,370.1194032827019,35.052722265470365,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,9b26dc20-4dd2-4498-8eac-647c2f429231
67943.96970456434,2159.7245755571325,450.2157357578956,19.78352176016591,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,9b26dc20-4dd2-4498-8eac-647c2f429231
65144.8918351184,1654.6278171608724,430.6604438826811,17.238655009281814,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,9b26dc20-4dd2-4498-8eac-647c2f429231
57315.89207997636,3548.74066114685,379.09340708845104,29.427227342463453,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,9b26dc20-4dd2-4498-8eac-647c2f429231
48281.28676575514,8557.552039503555,318.85069402931293,62.3851113486607,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,21c22b8f-3071-4b73-a39d-cd87a164a052
49899.465402877075,9473.100478927809,330.0212275134313,68.72514386667385,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,21c22b8f-3071-4b73-a39d-cd87a164a052
37890.87656949853,15647.729488998337,249.56319579674064,109.78440207856852,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,21c22b8f-3071-4b73-a39d-cd87a164a052
45193.97226071987,7514.252655043365,298.019158612984,55.74317252026597,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,21c22b8f-3071-4b73-a39d-cd87a164a052
39253.553316548576,19693.17608180317,258.1675256426156,135.5973916161935,1003607.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,21c22b8f-3071-4b73-a39d-cd87a164a052
7760.95215442206,19686.628243085303,23.283540253721867,458.24822021147986,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,d2559f7c-8420-4407-9ee1-8fb26c73e40d
18986.388969259177,18845.233527530785,96.99920047251686,453.0025365254982,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,d2559f7c-8420-4407-9ee1-8fb26c73e40d
13589.149696311895,4644.132474756954,60.00332605559356,358.3041415627765,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,d2559f7c-8420-4407-9ee1-8fb26c73e40d
18391.25612167184,5813.876347601043,92.30569401663854,365.48244555411986,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,d2559f7c-8420-4407-9ee1-8fb26c73e40d
11023.921904987144,5772.832702939843,43.02387622991603,367.13897724442984,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,d2559f7c-8420-4407-9ee1-8fb26c73e40d
8957.287168841767,27370.076387734433,26.743662535550985,509.4050639028276,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,2bb9d2ea-2743-426d-927f-bbb398639c70
19131.99183082145,27624.444004283927,96.28290486152228,509.4050639028276,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,2bb9d2ea-2743-426d-927f-bbb398639c70
7333.247770871933,38053.51628281311,20.22051237045989,580.4212458888195,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,2bb9d2ea-2743-426d-927f-bbb398639c70
6452.744482815998,29091.94948437715,13.328127290363623,520.7282679629857,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,2bb9d2ea-2743-426d-927f-bbb398639c70
14025.072760097037,28504.947292339857,63.42099742606325,516.0512923729204,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,2bb9d2ea-2743-426d-927f-bbb398639c70
41444.60457004039,41962.88060545342,244.87861668059952,604.7118614799247,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,630b70c5-0c0b-4754-ad2b-98cb4febd74c
40057.78332027141,30099.936671618732,236.15214882027345,526.6390623562078,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,630b70c5-0c0b-4754-ad2b-98cb4febd74c
27651.35538314887,33023.50579275335,154.93782126683914,544.4410567912728,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,630b70c5-0c0b-4754-ad2b-98cb4febd74c
27801.282004745517,38889.38486272217,155.17052707644785,584.0010444247508,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,630b70c5-0c0b-4754-ad2b-98cb4febd74c
37284.14082073344,41756.73150075804,218.81556600442576,604.1300969559029,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,630b70c5-0c0b-4754-ad2b-98cb4febd74c
31238.90508254624,24818.955111067433,177.46199967410945,493.4030078359367,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,63349239-9e9f-4864-a083-d4da7ce6d497
36604.81606341341,3698.9409548463696,213.2145694434363,352.9343806379653,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,63349239-9e9f-4864-a083-d4da7ce6d497
38587.29548984218,4994.160846779828,227.6172634263405,361.4065535690854,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,63349239-9e9f-4864-a083-d4da7ce6d497
28304.835531431676,4016.13766307497,158.82321922564523,354.1204848483221,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,63349239-9e9f-4864-a083-d4da7ce6d497
29652.92154140323,21726.28720583856,168.48149636712213,471.3753582150245,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,63349239-9e9f-4864-a083-d4da7ce6d497
68308.08067497163,28051.79787704771,424.4026566438937,512.3256360407983,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,d2a44a09-d0d6-43c7-b7f3-393d95daa359
76435.72879314094,26150.593638879447,479.93854335782214,500.27028502240887,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,d2a44a09-d0d6-43c7-b7f3-393d95daa359
78622.11366703446,42952.48609369145,492.80661466958605,611.3420584502658,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,d2a44a09-d0d6-43c7-b7f3-393d95daa359
73346.27190611752,38603.48139888156,458.2660022011671,583.0323015643852,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,d2a44a09-d0d6-43c7-b7f3-393d95daa359
70328.11017802541,43190.13662346248,436.59346104451214,607.0075502189347,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,d2a44a09-d0d6-43c7-b7f3-393d95daa359
61956.17759091129,41521.77379747608,383.94983546542886,601.129420799642,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,c63c7ab3-6a7f-48e9-8e51-f8dc73cbcf3d
57626.05623429049,24107.15529802287,353.53666931628106,487.744413020295,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,c63c7ab3-6a7f-48e9-8e51-f8dc73cbcf3d
46377.15401437342,34438.26005648228,278.98012123220525,553.5903941004887,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,c63c7ab3-6a7f-48e9-8e51-f8dc73cbcf3d
57484.85662483546,43639.76793930148,353.8319427740398,615.154910043181,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,c63c7ab3-6a7f-48e9-8e51-f8dc73cbcf3d
58943.91925587073,30814.136747136607,362.3948730490426,532.1830684129818,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,c63c7ab3-6a7f-48e9-8e51-f8dc73cbcf3d
79187.56470045046,10472.30872666942,498.35944035545583,398.1795801162283,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,4f0277fc-d88e-487d-ba43-80400348b1a0
75489.33854386512,5189.128502976058,471.58776500227987,361.891906414767,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,4f0277fc-d88e-487d-ba43-80400348b1a0
77798.28397496074,18181.83838642936,490.61976169885054,446.52085172551784,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,4f0277fc-d88e-487d-ba43-80400348b1a0
72828.1810978566,20901.69783492335,456.2352876670461,466.5678882459056,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,4f0277fc-d88e-487d-ba43-80400348b1a0
65686.10412878965,18064.4343814584,406.8789762339396,447.5358915493349,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,4f0277fc-d88e-487d-ba43-80400348b1a0
48892.72575281153,5606.6867646297815,295.29046551250497,364.92162610575593,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,e572e7b8-acbe-4b43-888c-179246fffaa2
58450.00473364896,19174.8142386244,360.75841879390657,454.7321670968704,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,e572e7b8-acbe-4b43-888c-179246fffaa2
48113.4751884267,6156.7459865484825,290.45218720995337,368.5503348326697,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,e572e7b8-acbe-4b43-888c-179246fffaa2
46073.67224047819,11565.66166874904,277.1469218779364,405.44220688962577,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,e572e7b8-acbe-4b43-888c-179246fffaa2
60833.59469529666,10855.168507104052,376.02923468633514,401.05751717793834,1003605.svs,20210819_MAT2A_Brain_Agios_QE2_neg_75um_001.imzML,e572e7b8-acbe-4b43-888c-179246fffaa2
61155.46044646916,46732.19197017126,883.8944232631986,640.0396770792224,MENIN liver neg.svs,20220622_LF_MENIN_liver_35um_neg_0001.imzML,363ab30f-481c-4160-8175-e0ec5e397124
66756.26532087401,33462.99537520277,969.716223443166,458.1604491748882,MENIN liver neg.svs,20220622_LF_MENIN_liver_35um_neg_0001.imzML,363ab30f-481c-4160-8175-e0ec5e397124
38412.00513872238,40084.50767998981,556.3543418424065,544.3759273373323,MENIN liver neg.svs,20220622_LF_MENIN_liver_35um_neg_0001.imzML,363ab30f-481c-4160-8175-e0ec5e397124
42363.974933279074,43120.45798574197,613.437649301559,592.0109632170389,MENIN liver neg.svs,20220622_LF_MENIN_liver_35um_neg_0001.imzML,363ab30f-481c-4160-8175-e0ec5e397124
44562.42170640994,35295.03435281184,655.1675154441118,475.87595838634934,MENIN liver neg.svs,20220622_LF_MENIN_liver_35um_neg_0001.imzML,363ab30f-481c-4160-8175-e0ec5e397124
64700.51754835198,31488.09453903772,940.5145368197128,432.88503292195946,MENIN liver neg.svs,20220622_LF_MENIN_liver_35um_neg_0001.imzML,eb1aae4d-ac4a-4013-8091-39f5750103a0
93893.5253892067,29041.568400619548,1361.736254636553,399.12858863698625,MENIN liver neg.svs,20220622_LF_MENIN_liver_35um_neg_0001.imzML,eb1aae4d-ac4a-4013-8091-39f5750103a0
64832.76220448269,18825.668714522028,941.4929844801468,250.8937680812342,MENIN liver neg.svs,20220622_LF_MENIN_liver_35um_neg_0001.imzML,eb1aae4d-ac4a-4013-8091-39f5750103a0
74089.88813363254,21801.173477463053,1076.0295377898228,294.43468897054754,MENIN liver neg.svs,20220622_LF_MENIN_liver_35um_neg_0001.imzML,eb1aae4d-ac4a-4013-8091-39f5750103a0
71742.54548731241,27388.51019898564,1040.8054220141985,371.7320541448341,MENIN liver neg.svs,20220622_LF_MENIN_liver_35um_neg_0001.imzML,eb1aae4d-ac4a-4013-8091-39f5750103a0
